Title,Label,Category,Content,Date,URL,TOPIC
هذه الصور من صنع برامج الذكاء الاصطناعي، ولا تظهر مهرجانًا لأكل البرسيم والحشائش في سنغافورة,زائف,زائف,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 18 مارس 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2024-03-23T14:59:12+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1-%D9%86%D8%AA%D8%A7%D8%AC-%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A%D8%8C-%D9%88%D9%84%D8%A7-%D8%AA/,Finance
هذا المقطع يصور مشاهد من احتفالية يوم الباستيل عام 2021، وليس لتحرك قوات فرنسية قرب حدود روسيا مؤخرًا,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 19 مارس 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2024-03-21T20:48:00+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%8A%D8%B5%D9%88%D8%B1-%D9%85%D8%B4%D8%A7%D9%87%D8%AF-%D9%85%D9%86-%D8%A7%D8%AD%D8%AA%D9%81%D8%A7%D9%84%D9%8A%D8%A9-%D9%8A%D9%88%D9%85-%D8%A7/,Finance
هذا المقطع معدّل، ولا يبين شابًا يصفع دونالد ترامب بعد سخريته من أكراد مؤخراً,زائف,زائف,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 16 مارس 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2024-03-20T23:34:01+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D8%B9%D8%AF%D9%91%D9%84%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%A8%D9%8A%D9%86-%D8%B4%D8%A7%D8%A8%D9%8B%D8%A7-%D9%8A%D8%B5%D9%81%D8%B9-%D8%AF/,Finance
هذا المقطع يصور مشاهد تمثيلية من مسلسل برازيلي وليس لمواجهات بين أنصار سيلفا وبولسونارو,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 13 مارس 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2024-03-20T22:20:48+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85-%D9%88%D9%8A%D8%B5%D9%88%D8%B1-%D9%85%D8%B4%D8%A7%D9%87%D8%AF-%D8%AA%D9%85%D8%AB%D9%8A%D9%84%D9%8A%D8%A9-%D9%84%D9%85/,Finance
هذه المشاهد قديمة ومركبة، ولا تصور تظاهرة حديثة خرجت في مصر مطالبة برحيل السيسي,زائف,زائف,"تداول ناشطون على مواقع التواصل مقطعًا يدعون أنه يبين مظاهرات حديثة خرجت في مصر مطالبة برحيل السيسي،
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2024-03-20T21:27:53+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D9%87%D8%AF-%D9%82%D8%AF%D9%8A%D9%85%D8%A9-%D9%88%D9%85%D8%B1%D9%83%D8%A8%D8%A9%D8%8C-%D9%88%D9%84%D8%A7-%D8%AA%D8%B5%D9%88%D8%B1-%D8%AA%D8%B8%D8%A7/,Politics
هذه الصورة تظهر طائرة بموقف مطار زيورخ في سويسرا ولا تبين هبوط طائرة بمطار المخاء في اليمن مؤخرا,زائف,مضلل,"تناقل ناشطون على فيسبوك صورة يدعون أنها تبين هبوط أول طائرة في مطار المخاء الدولي في اليمن مؤخرً،
فما حقيقة هذه الصورة؟ تابع المقال الآتي..",2024-03-18T15:58:15+03:00,https://fatabyyano.net/%D9%87%D8%A8%D9%88%D8%B7-%D8%A3%D9%88%D9%84-%D8%B7%D8%A7%D8%A6%D8%B1%D8%A9-%D8%A8%D9%85%D8%B7%D8%A7%D8%B1-%D8%A7%D9%84%D9%85%D8%AE%D8%A7%D8%A1/,Politics
انقطاع الإنترنت في عدد من دول أفريقيا نتج عن عطل يجري إصلاحه، ولا صحة لخبر انقطاعه عن دول آسيا,زائف,مضلل,"نشرت إحدى حسابات انستغرام الادعاء بتاريخ 15 مارس 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:
#عاجل_الآن
تم قطع الأنترنت بشكل نهائي والى الأبد في غرب افريقيا ومن المحتمل سينقطع في تدريجين في جميع قارات أسيا ومن ضمنها العراق ايضاً لانه يقع في قارة اسيا",2024-03-18T15:31:17+03:00,https://fatabyyano.net/%D8%A7%D9%86%D9%82%D8%B7%D8%A7%D8%B9-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA-%D8%A7%D9%84%D8%B0%D9%8A-%D8%B7%D8%A7%D9%84-%D8%B9%D8%AF%D8%AF%D9%8B%D8%A7-%D9%85%D9%86-%D8%AF%D9%88%D9%84-%D8%BA/,Sports
هذا المقطع مقتبس من لعبة إلكترونية، ولا يصوّر استهداف الحوثي بارجة أمريكية في البحر الأحمر مؤخرًا,زائف,مضلل,نشرت إحدى حسابات إنستغرام الادعاء بتاريخ 12 مارس 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2024-03-17T05:22:16+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D9%82%D8%AA%D8%A8%D8%B3-%D9%85%D9%86-%D9%84%D8%B9%D8%A8%D8%A9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9%D8%8C-%D9%88%D9%84-3/,Tech
هذه الصور التي تظهر تصميمًا فاخرًا لطائرة بوينغ 747 هي من نتاج الذكاء الاصطناعي وليست واقعية,زائف,مضلل,"تناقل ناشطون على منصات التواصل صورًا يدعون أنها تظهر طائرة بوينغ 747 حقيقية بتصميم فاخر لتبدو كقصر في السماء،
فما حقيقة هذه الصور؟ تابع المقال الآتي..",2024-03-16T16:44:24+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1-%D8%A7%D9%84%D8%AA%D9%8A-%D8%AA%D8%B8%D9%87%D8%B1-%D8%AA%D8%B5%D9%85%D9%8A%D9%85%D9%8B%D8%A7-%D9%81%D8%A7%D8%AE%D8%B1%D9%8B%D8%A7-%D9%84%D8%B7%D8%A7/,Politics
هذا الفيديو لا يظهر احتراق صالة قمار وبيع خمر في السعودية، بل مشاهد تمثيلية عرضت في مهرجان ليالي القيصرية 2024,زائف,مضلل,"نشر أحد مستخدمي فيسبوك المقطع في 13 مارس 2024 وفق الوصف الآتي- دون تصرف -:
إحتراق أوّل صالة للقمار وبيع الخمر بالسعودية

حقق المقطع على هذا الحساب مئات المشاهدات وعشرات التفاعلات والمشاركات حتى لحظة نشر هذا المقال،
كما تناقله مستخدمون آخرون هنـا، هنـا وهنـا.",2024-03-16T04:13:07+03:00,https://fatabyyano.net/78646546857453-2/,Tech
هذا المقطع قديم لطالبات من المغرب أصبن بحالة هستيريا جماعية، ولا يصور طلابًا بعد تعاطيهم المخدرات في جامعة آزاد,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 28 فبراير 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2024-03-15T20:44:52+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85-%D9%84%D8%B7%D8%A7%D9%84%D8%A8%D8%A7%D8%AA-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8-%D8%A3%D8%B5%D8%A8%D9%86/,Finance
هذه الصور قديمة وتعود لأحداث مختلفة، ولا تبين وصول قوات بريطانية وأمريكية مشتركة إلى الساحل الغربي في اليمن,زائف,مضلل,"نشر أحد مستخدمي فيسبوك الصور في 13 مارس 2024 وفق الوصف الآتي – دون تصرف -:
#اليمن انباء عن وصول قوات بريطانية وامريكية مشتركة إلى الساحل الغربي تحديداً منطقة يختل .

حقق الادعاء على هذا الحساب عشرات التفاعلات حتى لحظة نشر هذا المقال،
كما تناقله مستخدمون آخرون هنـا وهنـا،
فيما حقق الادعاء ذاته أكثر من 15 ألف مشاهدة إثر تداوله على منصة إكس هنـا.",2024-03-15T19:51:33+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1-%D9%82%D8%AF%D9%8A%D9%85%D8%A9-%D9%88%D8%AA%D8%B9%D9%88%D8%AF-%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D9%85%D8%AE%D8%AA%D9%84%D9%81%D8%A9%D8%8C-%D9%88-2/,Tech
منتجات غير مصرّحة من هيئة الغذاء والدواء يتم تداولها على أنها فعّالة في إنقاص الوزن دون أدلة علمية مثبتة,زائف,زائف,حبوب الفيلدز والجارسينيا لسد الشهيه وحبوب الثيرم لحرق الدهون بتنحف الجسم من. 10_15ك ومتابعه مع اخصائيه تغزيه وبعد الانتها بنعطيكي برنامج ثبات الوزن هديه مجانيه لمده اسبوعين,2024-03-13T02:07:36+03:00,https://fatabyyano.net/%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B5%D8%B1%D9%91%D8%AD%D8%A9-%D9%85%D9%86-%D9%87%D9%8A%D8%A6%D8%A9-%D8%A7%D9%84%D8%BA%D8%B0%D8%A7%D8%A1-%D9%88%D8%A7%D9%84%D8%AF%D9%88/,Religion
هذا المقطع معدل رقميًا وغير حقيقي، ولا يبين شعاع ليزر تسبب في حرائق غابات ولاية تكساس الأمريكية مؤخرًا,زائف,زائف,نشرت إحدى صفحات فيسبوك الادعاء بتاريخ 03 مارس 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2024-03-10T17:14:44+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D8%B9%D8%AF%D9%84-%D8%B1%D9%82%D9%85%D9%8A%D9%8B%D8%A7%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%A8%D9%8A%D9%86-%D8%B4%D8%B9%D8%A7%D8%B9-%D9%84/,Finance
هذه الصورة لاحتراق سفينة في خليج عدن عام 2006، وليس للسفينة التي أعلن الحوثيون استهدافها حديثًا,زائف,مضلل,"نشر أحد مستخدمي فيسبوك الصورة في 04 مارس 2024 وفق الوصف الآتي – دون تصرف -:
” MSC SKY ” البحرِ العربيِّ وذلك بعددٍ منَ اال البحريةِ المناسبةِ وكانتِ الإصابةُ دقيقةً

حقق الادعاء على هذا الحساب أكثر من 100 تفاعل حتى لحظة نشر هذا المقال،
كما تناقل الصورة في السياق ذاته مستخدمون آخرون هنـا وهنـا.",2024-03-06T15:49:16+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%84%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%82-%D8%B3%D9%81%D9%8A%D9%86%D8%A9-%D9%81%D9%8A-%D8%AE%D9%84%D9%8A%D8%AC-%D8%B9%D8%AF%D9%86-%D8%B9%D8%A7/,Tech
هذا الفيديو لا يظهر نشر الأسلحة النووية في جميع أنحاء روسيا، بل يعود لتحضيرات لعرض عسكري في موسكو بمناسبة عيد النصر,زائف,مضلل,"نشرت إحدى صفحات فيسبوك المقطع في 29 فبراير 2024 وفق الوصف الآتي – دون تصرف -:
بأمرٍ من فلاديمير بوتين.. يتم نشر الأسلحة النووية في جميع أنحاء روسيا

حقق المقطع على هذه الصفحة أكثر من ألف مشاهدة حتى لحظة نشر هذا المقال،
كما تناقل المقطع في السياق ذاته مستخدمون آخرون على فيسبوك هنـا، هنـا وهنـا.",2024-03-04T09:42:05+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%84%D8%A7-%D9%8A%D8%B8%D9%87%D8%B1-%D9%86%D8%B4%D8%B1-%D8%A7%D9%84%D8%A3%D8%B3%D9%84%D8%AD%D8%A9-%D8%A7%D9%84%D9%86%D9%88%D9%88%D9%8A/,Politics
هذه المنشورات التي تروج لروابط تسجيل لتوزيع مساعدات ومعونات غذائية زائفة وغير حقيقية,زائف,زائف,#عااااااجلللل : قاافلة وصلت وسيتم التوزيع يوم #الأربعاء بعد اختيار الأسماء وإرسال الرسائل {ثلاجات – غسالاات – غاز موا.د غـذ.ائية} سجل من جديد عبر الـرابط هنااا,2024-03-03T13:23:55+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D9%85%D9%86%D8%B4%D9%88%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%8A-%D8%AA%D8%B1%D9%88%D8%AC-%D9%84%D8%B1%D9%88%D8%A7%D8%A8%D8%B7-%D8%AA%D8%B3%D8%AC%D9%8A%D9%84-%D9%84/,Politics
