Title,Label,Category,Content,Date,URL
هذا المقطع متداول منذ عام 2017، ولا يصور تدمير القوات المصرية آليات عسكرية تابعة لقوات الدعم السريع مؤخرًا,زائف,مضلل,نشرت إحدى صفحات فيسبوك الادعاء بتاريخ 30 مارس 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2024-04-03T00:56:28+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D9%85%D9%86%D8%B0-%D8%B9%D8%A7%D9%85-2017%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%B5%D9%88%D8%B1-%D8%AA%D8%AF/
لا صحة لهذا الخبر المتداول حول انقطاع الانترنت في العراق وباقي الدول بسبب عاصفة مغناطيسية,زائف,زائف,"نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 24 مارس 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:
‫#عاجل_الآن‬
خلال ساعات قليلة وسينقطع الانترنت والشبكات في العراق وباقي الدول بسبب عاصفة مغناطيسية شديدة ستضرب الكرة الأرضية
سترك يارب",2024-03-31T16:48:50+03:00,https://fatabyyano.net/%D8%A5%D8%AF%D8%B9%D8%A7%D8%A1%D8%A7%D8%AA-%D8%B2%D8%A7%D8%A6%D9%81%D8%A9-%D8%AD%D9%88%D9%84-%D8%AE%D8%A8%D8%B1-%D8%A7%D9%86%D9%82%D8%B7%D8%A7%D8%B9-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA/
هذا المقطع يظهر عملاً فنياً وليس كتابًا باسم “Morisa” غلافه مصنوع من جلد إنسان,زائف,مضلل,"اغرب كتاب على مر التاريخ
مغطى بالكامل بجلد إنسان!!
يسمى كتاب Morisa محرم في كل ديانات العالم",2024-03-29T05:39:49+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%8A%D8%B8%D9%87%D8%B1-%D8%B9%D9%85%D9%84%D8%A7%D9%8B-%D9%81%D9%86%D9%8A%D8%A7%D9%8B-%D9%88%D9%84%D9%8A%D8%B3-%D9%83%D8%AA%D8%A7%D8%A8%D9%8B/
لا، لم تحظر اليابان لقاحات كوفيد 19، ولا صحة لهذه الادعاءات المتداولة حول زيادة معدل الوفيات بسبب اللقاح,زائف,زائف,"تناقل ناشطون على مواقع التواصل خبرًا يدّعي حظر اليابان لقاحات كوفيد 19 بعد زيادة معدلات الوفيات  في البلاد بسبب اللقاح – بحسب الادعاء -،
فما مدى صحة هذا الخبر؟ تابع المقال الآتي..",2024-04-12T01:59:53+03:00,https://fatabyyano.net/371617829383-2/
هذه المعلومات المتداولة حول مشروع هارب واستخدامه كسلاح للتحكم بالطقس والتسبب بكوارث طبيعية غير صحيحة,زائف,زائف,"يتناقل ناشطون على فيسبوك العديد من الادعاءات المتعلقة بمشروع هارب الأمريكي لأبحاث الغلاف الأيوني، مدعين أنه سلاح قادر على التحكم بالطقس والتسبب بالكوارث الطبيعية وغيرها،
فما مدى صحة هذه الادعاءات؟ تابع المقال الآتي..",2024-03-29T03:50:13+03:00,https://fatabyyano.net/%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D9%87%D8%A7%D8%B1%D8%A8-%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A-%D9%84%D9%84%D8%AA%D8%AD%D9%83%D9%85-%D9%81%D9%8A-%D8%A7%D9%84%D8%B7%D9%82%D8%B3/
هذا المقطع مفبرك، والمقطع الأصلي لا يظهر الرئيس الفرنسي إيمانويل ماكرون يرقص في شبابه,زائف,زائف,,2024-03-28T22:06:24+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D9%81%D8%A8%D8%B1%D9%83%D8%8C-%D9%88%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D8%A7%D9%84%D8%A3%D8%B5%D9%84%D9%8A-%D9%84%D8%A7-%D9%8A%D8%B8/
هذه الصورة ليست لمكة المكرمة عام 1860 بل لموقع تصوير سينمائي يحاكي مكة المكرمة في إيران,زائف,مضلل,"تناقل ناشطون على منصات التواصل صورة يدعون أنها تظهر مدينة مكة المكرمة عام 1860،
فما حقيقة هذا الادعاء؟ تابع المقال الآتي..",2024-03-28T03:42:26+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%84%D9%8A%D8%B3%D8%AA-%D9%84%D9%85%D9%83%D8%A9-%D8%A7%D9%84%D9%85%D9%83%D8%B1%D9%85%D8%A9-%D8%B9%D8%A7%D9%85-1860-%D8%A8%D9%84-%D9%84%D9%85/
هذا المقطع يظهر قصفًا طال سفينتين روسيتين في شبه جزيرة القرم، وليس من القصف الإسرائيلي الأخير على مدينة بعلبك,زائف,مضلل,نشرت إحدى صفحات فيسبوك الادعاء بتاريخ 24 مارس 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2024-03-26T00:55:04+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%8A%D8%B8%D9%87%D8%B1-%D9%82%D8%B5%D9%81%D9%8B%D8%A7-%D8%B7%D8%A7%D9%84-%D8%B3%D9%81%D9%8A%D9%86%D8%AA%D9%8A%D9%86-%D8%B1%D9%88%D8%B3%D9%8A/
هذا المقطع مصور في معرض ترفيهي خاص بعالم هاري بوتر، ونبات الماندراكورا الحقيقي لا يصرخ عند استخراجه,زائف,مضلل,نشرت إحدى حسابات انستغرام الادعاء بتاريخ 13 يناير 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2024-03-25T23:46:26+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D8%B5%D9%88%D8%B1-%D9%81%D9%8A-%D9%85%D8%B9%D8%B1%D8%B6-%D8%AA%D8%B1%D9%81%D9%8A%D9%87%D9%8A-%D8%AE%D8%A7%D8%B5-%D8%A8%D8%B9%D8%A7%D9%84/
لا وجود لكتاب يدعى “مثلث التوحيد”، والنسخة المتداولة من هذا الكتاب تعود للشاعر الروماني فيرجيل وليس كتاب ديني,زائف,زائف,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 24 مارس 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2024-03-25T22:08:57+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%85%D9%81%D8%A8%D8%B1%D9%83%D8%A9%D8%8C-%D9%88%D8%A7%D9%84%D8%A3%D8%B5%D9%84%D9%8A%D8%A9-%D8%AA%D8%A8%D9%8A%D9%86-%D9%84%D9%88%D8%AD%D8%A9/
هذا المقطع يصور مظاهرة في ساحة العاصي في حماة عام 2011 وليس حديثًا,زائف,مضلل,نشرت إحدى صفحات فيسبوك الادعاء بتاريخ 19 مارس 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2024-03-23T17:05:58+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%8A%D8%B5%D9%88%D8%B1-%D9%85%D8%B8%D8%A7%D9%87%D8%B1%D8%A9-%D9%81%D9%8A-%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D8%B5%D9%8A-%D9%81/
هذا الفيديو يظهر مظاهرة قديمة في مدينة قوص في محافظة قنا عام 2019 وليست لمظاهرات خرجت حديثًا,زائف,مضلل,,2024-03-23T15:47:44+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%8A%D8%B8%D9%87%D8%B1-%D9%85%D8%B8%D8%A7%D9%87%D8%B1%D8%A9-%D9%82%D8%AF%D9%8A%D9%85%D8%A9-%D9%81%D9%8A-%D9%85%D8%AF%D9%8A%D9%86%D8%A9/
هذه الصورة تعود للقنصلية البريطانية في تركيا عام 2022، ولا صحة لخبر تنكيس الأعلام في بريطانيا مؤخرًا,زائف,مضلل,"نشرت إحدى صفحات فيسبوك الصورة في 18 مارس 2024 وفق الوصف الآتي – دون تصرف -:
عاجل يتم تنكيس الأعلام في بريطانيا

حقق الادعاء على هذا الحساب مئات التفاعلات حتى لحظة نشر هذا المقال،
كما تناقله مستخدمون آخرون على فيسبوك هنـا، هنـا وهنـا.",2024-03-23T15:12:39+03:00,https://fatabyyano.net/%D8%AA%D9%86%D9%83%D9%8A%D8%B3-%D8%A7%D9%84%D8%A3%D8%B9%D9%84%D8%A7%D9%85-%D9%81%D9%8A-%D8%A8%D8%B1%D9%8A%D8%B7%D8%A7%D9%86%D9%8A%D8%A7-%D8%A5%D8%AB%D8%B1-%D8%A7%D8%AE%D8%AA%D9%81%D8%A7%D8%A1-%D9%85/
هذه الصور من صنع برامج الذكاء الاصطناعي، ولا تظهر مهرجانًا لأكل البرسيم والحشائش في سنغافورة,زائف,زائف,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 18 مارس 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2024-03-23T14:59:12+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1-%D9%86%D8%AA%D8%A7%D8%AC-%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A%D8%8C-%D9%88%D9%84%D8%A7-%D8%AA/
هذا المقطع يصور مشاهد من احتفالية يوم الباستيل عام 2021، وليس لتحرك قوات فرنسية قرب حدود روسيا مؤخرًا,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 19 مارس 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2024-03-21T20:48:00+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%8A%D8%B5%D9%88%D8%B1-%D9%85%D8%B4%D8%A7%D9%87%D8%AF-%D9%85%D9%86-%D8%A7%D8%AD%D8%AA%D9%81%D8%A7%D9%84%D9%8A%D8%A9-%D9%8A%D9%88%D9%85-%D8%A7/
هذا المقطع معدّل، ولا يبين شابًا يصفع دونالد ترامب بعد سخريته من أكراد مؤخراً,زائف,زائف,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 16 مارس 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2024-03-20T23:34:01+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D8%B9%D8%AF%D9%91%D9%84%D8%8C-%D9%88%D9%84%D8%A7-%D9%8A%D8%A8%D9%8A%D9%86-%D8%B4%D8%A7%D8%A8%D9%8B%D8%A7-%D9%8A%D8%B5%D9%81%D8%B9-%D8%AF/
لا، لم تحظر اليابان لقاحات كوفيد 19، ولا صحة لهذه الادعاءات المتداولة حول زيادة معدل الوفيات بسبب اللقاح,زائف,زائف,"تناقل ناشطون على مواقع التواصل خبرًا يدّعي حظر اليابان لقاحات كوفيد 19 بعد زيادة معدلات الوفيات  في البلاد بسبب اللقاح – بحسب الادعاء -،
فما مدى صحة هذا الخبر؟ تابع المقال الآتي..",2024-04-12T01:59:53+03:00,https://fatabyyano.net/371617829383-2/
هذا المقطع يصور مشاهد تمثيلية من مسلسل برازيلي وليس لمواجهات بين أنصار سيلفا وبولسونارو,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 13 مارس 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2024-03-20T22:20:48+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85-%D9%88%D9%8A%D8%B5%D9%88%D8%B1-%D9%85%D8%B4%D8%A7%D9%87%D8%AF-%D8%AA%D9%85%D8%AB%D9%8A%D9%84%D9%8A%D8%A9-%D9%84%D9%85/
هذه المشاهد قديمة ومركبة، ولا تصور تظاهرة حديثة خرجت في مصر مطالبة برحيل السيسي,زائف,زائف,"تداول ناشطون على مواقع التواصل مقطعًا يدعون أنه يبين مظاهرات حديثة خرجت في مصر مطالبة برحيل السيسي،
فما حقيقة هذا المقطع؟ تابع المقال الآتي..",2024-03-20T21:27:53+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D9%85%D8%B4%D8%A7%D9%87%D8%AF-%D9%82%D8%AF%D9%8A%D9%85%D8%A9-%D9%88%D9%85%D8%B1%D9%83%D8%A8%D8%A9%D8%8C-%D9%88%D9%84%D8%A7-%D8%AA%D8%B5%D9%88%D8%B1-%D8%AA%D8%B8%D8%A7/
هذه الصورة تظهر طائرة بموقف مطار زيورخ في سويسرا ولا تبين هبوط طائرة بمطار المخاء في اليمن مؤخرا,زائف,مضلل,"تناقل ناشطون على فيسبوك صورة يدعون أنها تبين هبوط أول طائرة في مطار المخاء الدولي في اليمن مؤخرً،
فما حقيقة هذه الصورة؟ تابع المقال الآتي..",2024-03-18T15:58:15+03:00,https://fatabyyano.net/%D9%87%D8%A8%D9%88%D8%B7-%D8%A3%D9%88%D9%84-%D8%B7%D8%A7%D8%A6%D8%B1%D8%A9-%D8%A8%D9%85%D8%B7%D8%A7%D8%B1-%D8%A7%D9%84%D9%85%D8%AE%D8%A7%D8%A1/
انقطاع الإنترنت في عدد من دول أفريقيا نتج عن عطل يجري إصلاحه، ولا صحة لخبر انقطاعه عن دول آسيا,زائف,مضلل,"نشرت إحدى حسابات انستغرام الادعاء بتاريخ 15 مارس 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:
#عاجل_الآن
تم قطع الأنترنت بشكل نهائي والى الأبد في غرب افريقيا ومن المحتمل سينقطع في تدريجين في جميع قارات أسيا ومن ضمنها العراق ايضاً لانه يقع في قارة اسيا",2024-03-18T15:31:17+03:00,https://fatabyyano.net/%D8%A7%D9%86%D9%82%D8%B7%D8%A7%D8%B9-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA-%D8%A7%D9%84%D8%B0%D9%8A-%D8%B7%D8%A7%D9%84-%D8%B9%D8%AF%D8%AF%D9%8B%D8%A7-%D9%85%D9%86-%D8%AF%D9%88%D9%84-%D8%BA/
هذا المقطع مقتبس من لعبة إلكترونية، ولا يصوّر استهداف الحوثي بارجة أمريكية في البحر الأحمر مؤخرًا,زائف,مضلل,نشرت إحدى حسابات إنستغرام الادعاء بتاريخ 12 مارس 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2024-03-17T05:22:16+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%85%D9%82%D8%AA%D8%A8%D8%B3-%D9%85%D9%86-%D9%84%D8%B9%D8%A8%D8%A9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A9%D8%8C-%D9%88%D9%84-3/
هذه الصور التي تظهر تصميمًا فاخرًا لطائرة بوينغ 747 هي من نتاج الذكاء الاصطناعي وليست واقعية,زائف,مضلل,"تناقل ناشطون على منصات التواصل صورًا يدعون أنها تظهر طائرة بوينغ 747 حقيقية بتصميم فاخر لتبدو كقصر في السماء،
فما حقيقة هذه الصور؟ تابع المقال الآتي..",2024-03-16T16:44:24+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1-%D8%A7%D9%84%D8%AA%D9%8A-%D8%AA%D8%B8%D9%87%D8%B1-%D8%AA%D8%B5%D9%85%D9%8A%D9%85%D9%8B%D8%A7-%D9%81%D8%A7%D8%AE%D8%B1%D9%8B%D8%A7-%D9%84%D8%B7%D8%A7/
هذا الفيديو لا يظهر احتراق صالة قمار وبيع خمر في السعودية، بل مشاهد تمثيلية عرضت في مهرجان ليالي القيصرية 2024,زائف,مضلل,"نشر أحد مستخدمي فيسبوك المقطع في 13 مارس 2024 وفق الوصف الآتي- دون تصرف -:
إحتراق أوّل صالة للقمار وبيع الخمر بالسعودية

حقق المقطع على هذا الحساب مئات المشاهدات وعشرات التفاعلات والمشاركات حتى لحظة نشر هذا المقال،
كما تناقله مستخدمون آخرون هنـا، هنـا وهنـا.",2024-03-16T04:13:07+03:00,https://fatabyyano.net/78646546857453-2/
هذا المقطع قديم لطالبات من المغرب أصبن بحالة هستيريا جماعية، ولا يصور طلابًا بعد تعاطيهم المخدرات في جامعة آزاد,زائف,مضلل,نشرت إحدى حسابات فيسبوك الادعاء بتاريخ 28 فبراير 2024 مرفقًا بالتعليق الآتي -من دون تصرّف-:,2024-03-15T20:44:52+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%85%D9%82%D8%B7%D8%B9-%D9%82%D8%AF%D9%8A%D9%85-%D9%84%D8%B7%D8%A7%D9%84%D8%A8%D8%A7%D8%AA-%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8-%D8%A3%D8%B5%D8%A8%D9%86/
هذه الصور قديمة وتعود لأحداث مختلفة، ولا تبين وصول قوات بريطانية وأمريكية مشتركة إلى الساحل الغربي في اليمن,زائف,مضلل,"نشر أحد مستخدمي فيسبوك الصور في 13 مارس 2024 وفق الوصف الآتي – دون تصرف -:
#اليمن انباء عن وصول قوات بريطانية وامريكية مشتركة إلى الساحل الغربي تحديداً منطقة يختل .

حقق الادعاء على هذا الحساب عشرات التفاعلات حتى لحظة نشر هذا المقال،
كما تناقله مستخدمون آخرون هنـا وهنـا،
فيما حقق الادعاء ذاته أكثر من 15 ألف مشاهدة إثر تداوله على منصة إكس هنـا.",2024-03-15T19:51:33+03:00,https://fatabyyano.net/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1-%D9%82%D8%AF%D9%8A%D9%85%D8%A9-%D9%88%D8%AA%D8%B9%D9%88%D8%AF-%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D9%85%D8%AE%D8%AA%D9%84%D9%81%D8%A9%D8%8C-%D9%88-2/
هذا الفيديو لا يظهر حرائق مفتعلة في الغابات، بل لتقنية الحرائق الموصوفة التي تحافظ على الغابات والبيئة,زائف,مضلل,,2024-03-15T16:17:25+03:00,https://fatabyyano.net/%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%84%D8%A7-%D9%8A%D8%B8%D9%87%D8%B1-%D8%AD%D8%B1%D8%A7%D8%A6%D9%82-%D9%85%D9%81%D8%AA%D8%B9%D9%84%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA/
منتجات غير مصرّحة من هيئة الغذاء والدواء يتم تداولها على أنها فعّالة في إنقاص الوزن دون أدلة علمية مثبتة,زائف,زائف,حبوب الفيلدز والجارسينيا لسد الشهيه وحبوب الثيرم لحرق الدهون بتنحف الجسم من. 10_15ك ومتابعه مع اخصائيه تغزيه وبعد الانتها بنعطيكي برنامج ثبات الوزن هديه مجانيه لمده اسبوعين,2024-03-13T02:07:36+03:00,https://fatabyyano.net/%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D8%BA%D9%8A%D8%B1-%D9%85%D8%B5%D8%B1%D9%91%D8%AD%D8%A9-%D9%85%D9%86-%D9%87%D9%8A%D8%A6%D8%A9-%D8%A7%D9%84%D8%BA%D8%B0%D8%A7%D8%A1-%D9%88%D8%A7%D9%84%D8%AF%D9%88/
